event_id,step,txn_type,amount,risk_score,severity,ml_score,is_alert,label_is_fraud
1f67bb1a269779c00171af0ad610eaf23933472f,232,CASH_IN,322055.06,4.902873115497641e-07,low,1.2257182788744103e-06,False,0
01f3934697408969846f6c4d819aa72b59e8a625,379,CASH_OUT,152173.1,0.0001729763927869499,low,0.0004324409819673747,False,0
3d099e358f040fbf86ea88d73d7c4ac5d58847ae,40,CASH_OUT,338693.25,0.0007511860225349666,low,0.0018779650563374162,False,0
1c19b55ab55106af2351860dbadce9c8ad0fefc7,164,PAYMENT,18751.17,7.776425627525896e-06,low,1.944106406881474e-05,False,0
0e1870dc8d7aa4e1c8ed5e7592499546dcacb1b3,15,PAYMENT,4499.75,1.7443139222450556e-05,low,4.3607848056126386e-05,False,0
aa88c699c136fb69d26c099d93789eb05ea28650,14,CASH_IN,185985.88,4.636923404177651e-06,low,1.1592308510444127e-05,False,0
ee703fd9ddc7b1f048d170efea1b3982e5bd2607,22,PAYMENT,10103.69,1.1669398372760044e-05,low,2.9173495931900106e-05,False,0
68649961ed180f1202808940242d066542b0fdca,179,PAYMENT,6717.85,9.694185428088532e-06,low,2.4235463570221327e-05,False,0
35151067df410101e156e1b28e71f59a007acac3,301,CASH_OUT,71688.32,0.0006700470112264156,low,0.001675117528066039,False,0
2dc496e1f175945e35ad03c022785b5c1e3caee8,395,TRANSFER,249002.61,0.09000341022532667,low,8.525563316652551e-06,False,0
c9aa9a2534e09eee739ec682e58688dda2bc1ba7,396,TRANSFER,417493.28,0.09000053135381678,low,1.3283845419209683e-06,False,0
c675d194a5b7925d9b3917807db010c901c231b0,35,CASH_OUT,197765.17,0.2511695063114166,low,0.10292376577854156,True,0
8f5b8a6a77054b06e66093f76665ac3384b22051,207,PAYMENT,12381.06,1.1552458090591246e-06,low,2.888114522647811e-06,False,0
e8fee08400385c6149724daacf29f7e393cdd18c,179,TRANSFER,410880.62,0.09007251902716236,low,0.00018129756790585816,False,0
e97052f5149a9ea7de76799c2a4c701532b2da5e,372,PAYMENT,16569.73,1.8260318029206246e-05,low,4.5650795073015615e-05,False,0
d8d8bc00b38a04fd32d4e1199671099ffe0eb0f9,379,CASH_OUT,69986.14,0.2517723923921585,low,0.10443098098039627,True,0
b798419a21afa660da86543af82fda24422af895,205,CASH_OUT,295076.97,0.0002542085014283657,low,0.0006355212535709143,False,0
2ed0fddbcb09a5e3d9c42bf7d3eaf6c829a5d532,257,CASH_OUT,85226.21,2.58267333265394e-05,low,6.456683331634849e-05,False,0
4f129b6e374c3d8391338750cede26865c01a371,138,CASH_IN,89992.08,1.9447004888206723e-06,low,4.86175122205168e-06,False,0
e77561cefb86f01896cb413cef4b58109c1645cb,236,CASH_IN,130345.88,2.4971888706204483e-06,low,6.24297217655112e-06,False,0
18596768888d1eecd30988f6fa02f0512ebc6735,214,PAYMENT,8321.94,5.18966990057379e-06,low,1.2974174751434475e-05,False,0
4263bc4058eab16786d2b907831029fb2811167a,548,CASH_IN,601904.75,1.1731023550964893e-05,low,2.932755887741223e-05,False,0
fa2b2df344908e5e8d35f794fc2395bf8e42d582,233,CASH_IN,23914.0,7.98974433564581e-06,low,1.9974360839114524e-05,False,0
05e6ab4cc71a7d5dd2703a0468139cabeddf1484,130,PAYMENT,73.07,1.518046483397484e-05,low,3.7951162084937096e-05,False,0
fcfa9418fcdf0cb834274dd07b1147c30804fac5,407,CASH_IN,96912.31,0.00023484367411583663,low,0.0005871091852895916,False,0
09f013d1d116bd96289766f686a395991e8da18e,206,CASH_IN,9506.36,7.048702627798776e-07,low,1.7621756569496938e-06,False,0
e4288d7ba9a669ef522dcf3444f1243ae3b76484,375,PAYMENT,5909.02,1.0300472786184402e-05,low,2.5751181965461e-05,False,0
c0d387707e54850442e33c704efa5ce848c0c4a2,180,CASH_OUT,46584.86,0.00035776887089014056,low,0.0008944221772253513,False,0
33068f1aeaac4ba56c7fbe4acf33dbc3c0561421,370,CASH_IN,83095.27,6.241631490411237e-06,low,1.5604078726028092e-05,False,0
0f5e33daa89c6ff1933eaac2be5b54bfa0d2459d,10,CASH_OUT,602338.3,3.4701773984124887e-06,low,8.675443496031221e-06,False,0
26bc42306aa70a0a5172b6cda1e6088a8f5ae605,231,CASH_OUT,51951.02,9.506253991276026e-05,low,0.00023765634978190064,False,0
c00b146ce39ce36944cf7eed63ed002f3b625a18,237,PAYMENT,5143.3,2.7636319282464685e-05,low,6.909079820616171e-05,False,0
20fa6cb0763573d7b1a53c134949414aea422e6f,379,PAYMENT,3924.31,7.072767766658217e-06,low,1.7681919416645542e-05,False,0
67d616753d046954d6aa4706dcc15a3318b61a96,686,PAYMENT,645.28,1.5765272837597877e-05,low,3.941318209399469e-05,False,0
e295a861f41fae46f0da71aafb3c1e5216c82b4c,157,PAYMENT,10824.77,1.0444943472975866e-05,low,2.6112358682439663e-05,False,0
9f37cf2f77745736e6b016d1d69017dd92e24657,384,PAYMENT,5033.29,5.5535387218697e-06,low,1.3883846804674249e-05,False,0
b258a0ba2a9e8f26e1326ddb0e879736528cfd17,255,TRANSFER,195815.1,0.09004204241558911,low,0.0001051060389727354,False,0
66d69e56b57073e695ec8ec7fe55aeb0ac2bedf4,130,PAYMENT,10756.18,5.216695135459304e-05,low,0.0001304173783864826,False,0
86ec663e1abdbb96ee7cfdb316eb829736415bdb,332,PAYMENT,15990.49,1.588582672411576e-05,low,3.97145668102894e-05,False,0
fb16f324bf640ccd5f8724386dc488bdcdcf77fd,35,PAYMENT,9880.95,1.01393525255844e-05,low,2.5348381313961e-05,False,0
18bb92a5b5ac2fcdc5c82ecf9a4f3135a8898b5d,182,PAYMENT,11749.82,1.1255611752858386e-06,low,2.8139029382145964e-06,False,0
f209ff6f5865d9323505522a971deb303e33d9de,143,PAYMENT,845.07,1.2772105947078673e-06,low,3.193026486769668e-06,False,0
41c475f59d3a3236aefcf55a9d5592402fd674a8,400,CASH_IN,342151.0,9.616737224860117e-06,low,2.4041843062150292e-05,False,0
463e6fe37234ffac99a9c698a41a68f720f8499a,592,CASH_OUT,242307.23,0.00017113060457631948,low,0.00042782651144079864,False,0
00dbe3574fe72fc78ef4056da19bd9203d969c43,416,CASH_IN,50242.87,2.3509252059739084e-06,low,5.877313014934771e-06,False,0
003c5d0220ec67c221bab861033f3101df9e3aa5,393,PAYMENT,52847.24,1.107132266042754e-05,low,2.767830665106885e-05,False,0
2e6946bfd0e88ccfb7c66b5267685666fdd3117a,280,CASH_IN,159406.84,1.2290872109588236e-05,low,3.072718027397059e-05,False,0
d2115b94889b9d81f74dd8de210b00d171143f68,139,PAYMENT,7747.03,1.0388102236902342e-05,low,2.5970255592255853e-05,False,0
39a1deba0646d63b9e9a194945f50c216f8476e3,187,CASH_OUT,55454.43,0.006083730608224869,low,0.015209326520562172,False,0
9dcddf59407ac5dd07cb709ed01fa22b08a7dd50,402,CASH_OUT,65351.33,0.004824795201420784,low,0.01206198800355196,False,0
22fa21b1ea995247ae2e8151df8d90e900abdb39,251,CASH_OUT,297323.62,0.2101892941771075,low,0.0004732354427687824,False,0
38f7644fcba1bd1cfe316438f7bfbde5dcd24e5d,212,CASH_IN,153721.52,2.6827200781553986e-05,low,6.706800195388496e-05,False,0
3c5db7d5dcf63d0fcdc6e21e27bd6a471bf50645,35,TRANSFER,3579586.5,0.09001033059525072,low,2.58264881267678e-05,False,0
d0fd57880774dcfa3daba8ddf549be9affd7190c,190,TRANSFER,836595.5,0.09000494060986967,low,1.2351524674159009e-05,False,0
b3266edb86e6707264de2fc026072c39b56de579,404,CASH_OUT,158775.06,2.142446319339797e-05,low,5.356115798349492e-05,False,0
d838e30ee9e51308e4c1fddcc8603529ad72fe9d,398,PAYMENT,33034.16,6.587481475435197e-05,low,0.00016468703688587993,False,0
57bd08439c7fdc8186e0a0d0ddb0549c89024e0a,525,CASH_OUT,216308.88,0.0007036564406007529,low,0.001759141101501882,False,0
4f7e9785477ec2f72bd912dc6b0a8e2a1fe51387,95,CASH_OUT,208818.8,0.0016778720542788507,low,0.004194680135697126,False,0
15e8ad5cc2934563ecb3822b8ad4627d63c4165f,183,CASH_OUT,52234.63,0.00030768683645874265,low,0.0007692170911468565,False,0
a30ba19a10fb085d8c964ea9dfb9ff1e0c2ca1c7,46,PAYMENT,4607.03,1.6466451052110644e-05,low,4.1166127630276605e-05,False,0
f572be8c5c75f85c2f506b8aa6e9034f21b330f5,330,CASH_OUT,224976.44,0.00023538046516478062,low,0.0005884511629119515,False,0
31de6c79d1dcfd956fb418fbdcf7d3bb765c629d,329,TRANSFER,1037381.7,0.09020245965570213,low,0.0005061491392552853,False,0
d2ecb73f86717222a7c0b331f47bbe31b8d8269d,254,PAYMENT,9990.37,1.183554377348628e-06,low,2.9588859433715697e-06,False,0
